actorSerieID,actorID,serieID
44884,1,419
44885,1,420
44886,1,421
44887,1,422
44888,1,423
44889,1,424
44890,1,425
44891,1,426
44892,1,427
44893,1,428
44894,1,429
44895,1,430
44896,1,431
44897,1,432
44898,1,433
44899,1,434
44900,1,435
44901,1,436
44902,1,437
44903,1,438
44904,1,439
44905,1,440
44906,1,441
44907,1,442
44908,1,443
44909,1,444
44910,1,445
44911,1,446
44912,1,447
44913,1,448
44914,1,449
44915,1,450
44916,1,451
44917,1,452
44918,1,453
44919,1,454
44920,1,455
44921,1,456
44922,1,457
44923,1,458
44924,1,459
44925,1,460
44926,1,461
44927,1,462
44928,1,463
44929,1,464
44930,1,465
44931,1,466
44932,1,467
44933,1,468
44934,1,469
44935,1,470
44936,1,471
44937,1,472
44938,1,473
44939,1,474
44940,1,475
44941,1,476
44942,1,477
44943,1,478
44944,1,479
44945,1,480
44946,1,481
44947,1,482
44948,1,483
44949,1,484
44950,1,485
44951,1,486
44952,1,487
44953,1,488
44954,1,489
44955,1,490
44956,1,491
44957,1,492
44958,1,493
44959,1,494
44960,1,495
44961,1,496
44962,1,497
44963,1,498
44964,1,499
44965,1,500
44966,2,1
44967,2,2
44968,2,3
44969,2,4
44970,2,5
44971,2,6
44972,2,7
44973,2,8
44974,2,9
44975,2,10
44976,2,11
44977,2,12
44978,2,13
44979,2,14
44980,2,15
44981,2,16
44982,2,17
44983,2,18
44984,2,19
44985,2,20
44986,2,21
44987,2,22
44988,2,23
44989,2,24
44990,2,25
44991,2,26
44992,2,27
44993,2,28
44994,2,29
44995,2,30
44996,2,31
44997,2,32
44998,2,33
44999,2,34
45000,2,35
45001,2,36
45002,2,37
45003,2,38
45004,2,39
45005,2,40
45006,2,41
45007,2,42
45008,2,43
45009,2,44
45010,2,45
45011,2,46
45012,2,47
45013,2,48
45014,2,49
45015,2,50
45016,2,51
45017,2,52
45018,2,53
45019,2,54
45020,2,55
45021,2,56
45022,2,57
45023,2,58
45024,2,59
45025,2,60
45026,2,61
45027,2,62
45028,2,63
45029,2,64
45030,2,65
45031,2,66
45032,2,67
45033,2,68
45034,2,69
45035,2,70
45036,2,71
45037,2,72
45038,2,73
45039,2,74
45040,2,75
45041,2,76
45042,2,77
45043,2,78
45044,2,79
45045,2,80
45046,2,81
45047,2,82
45048,2,83
45049,2,84
45050,2,85
45051,2,86
45052,2,87
45053,2,88
45054,2,89
45055,2,90
45056,2,91
45057,2,92
45058,2,93
45059,2,94
45060,2,95
45061,2,96
45062,2,97
45063,2,98
45064,2,99
45065,2,100
45066,2,101
45067,2,102
45068,2,103
45069,2,104
45070,2,105
45071,2,106
45072,2,107
45073,2,108
45074,2,109
45075,2,110
45076,2,111
45077,2,112
45078,2,113
45079,2,114
45080,2,115
45081,2,116
45082,2,117
45083,2,118
45084,2,119
45085,2,120
45086,2,121
45087,2,122
45088,2,123
45089,2,124
45090,2,125
45091,2,126
45092,2,127
45093,2,128
45094,2,129
45095,2,130
45096,2,131
45097,2,132
45098,2,133
45099,2,134
45100,2,135
45101,2,136
45102,2,137
45103,2,138
45104,2,139
45105,2,140
45106,2,141
45107,2,142
45108,2,143
45109,2,144
45110,2,145
45111,2,146
45112,2,147
45113,2,148
45114,2,149
45115,2,150
45116,2,151
45117,2,152
45118,2,153
45119,2,154
45120,2,155
45121,2,156
45122,2,157
45123,2,158
45124,2,159
45125,2,160
45126,2,161
45127,2,162
45128,2,163
45129,2,164
45130,2,165
45131,2,166
45132,2,167
45133,2,168
45134,2,169
45135,2,170
45136,2,171
45137,2,172
45138,2,173
45139,2,174
45140,2,175
45141,2,176
45142,2,177
45143,2,178
45144,2,179
45145,2,180
45146,2,181
45147,2,182
45148,2,183
45149,2,184
45150,2,185
45151,2,186
45152,2,187
45153,2,188
45154,2,189
45155,2,190
45156,2,191
45157,2,192
45158,2,193
45159,2,194
45160,2,195
45161,2,196
45162,2,197
45163,2,198
45164,2,199
45165,2,200
45166,2,201
45167,2,202
45168,2,203
45169,2,204
45170,2,205
45171,2,206
45172,2,207
45173,2,208
45174,2,209
45175,2,210
45176,2,211
45177,2,212
45178,2,213
45179,2,214
45180,2,215
45181,2,216
45182,2,217
45183,2,218
45184,2,219
45185,2,220
45186,2,221
45187,2,222
45188,2,223
45189,2,224
45190,2,225
45191,2,226
45192,2,227
45193,2,228
45194,2,229
45195,2,230
45196,2,231
45197,2,232
45198,2,233
45199,2,234
45200,2,235
45201,2,236
45202,2,237
45203,2,238
45204,2,239
45205,2,240
45206,2,241
45207,2,242
45208,2,243
45209,2,244
45210,2,245
45211,2,246
45212,2,247
45213,2,248
45214,2,249
45215,2,250
45216,2,251
45217,2,252
45218,2,253
45219,2,254
45220,2,255
45221,2,256
45222,2,257
45223,2,258
45224,2,259
45225,2,260
45226,2,261
45227,2,262
45228,2,263
45229,2,264
45230,2,265
45231,2,266
45232,2,267
45233,2,268
45234,2,269
45235,2,270
45236,2,271
45237,2,272
45238,2,273
45239,2,274
45240,2,275
45241,2,276
45242,2,277
45243,2,278
45244,2,279
45245,2,280
45246,2,281
45247,2,282
45248,2,283
45249,2,284
45250,2,285
45251,2,286
45252,2,287
45253,2,288
45254,2,289
45255,2,290
45256,2,291
45257,2,292
45258,2,293
45259,2,294
45260,2,295
45261,2,296
45262,2,297
45263,2,298
45264,2,299
45265,2,300
45266,2,301
45267,2,302
45268,2,303
45269,2,304
45270,2,305
45271,2,306
45272,2,307
45273,2,308
45274,2,309
45275,2,310
45276,2,311
45277,2,312
45278,2,313
45279,2,314
45280,2,315
45281,2,316
45282,2,317
45283,2,318
45284,2,319
45285,2,320
45286,2,321
45287,2,322
45288,2,323
45289,2,324
45290,2,325
45291,2,326
45292,2,327
45293,2,328
45294,2,329
45295,2,330
45296,2,331
45297,2,332
45298,2,333
45299,2,334
45300,2,335
45301,2,336
45302,2,337
45303,2,338
45304,2,339
45305,2,340
45306,2,341
45307,2,342
45308,2,343
45309,2,344
45310,2,345
45311,2,346
45312,2,347
45313,2,348
45314,2,349
45315,2,350
45316,2,351
45317,2,352
45318,2,353
45319,2,354
45320,2,355
45321,2,356
45322,2,357
45323,2,358
45324,2,359
45325,2,360
45326,2,361
45327,2,362
45328,2,363
45329,2,364
45330,2,365
45331,2,366
45332,2,367
45333,2,368
45334,2,369
45335,2,370
45336,2,371
45337,2,372
45338,2,373
45339,2,374
45340,2,375
45341,2,376
45342,2,377
45343,2,378
45344,2,379
45345,2,380
45346,2,381
45347,2,382
45348,2,383
45349,2,384
45350,2,385
45351,2,386
45352,2,387
45353,2,388
45354,2,389
45355,2,390
45356,2,391
45357,2,392
45358,2,393
45359,2,394
45360,2,395
45361,2,396
45362,2,397
45363,2,398
45364,2,399
45365,2,400
45366,2,401
45367,2,402
45368,2,403
45369,2,404
45370,2,405
45371,2,406
45372,2,407
45373,2,408
45374,2,409
45375,2,410
45376,2,411
45377,2,412
45378,2,413
45379,2,414
45380,2,415
45381,2,416
45382,2,417
45383,2,418
45384,2,419
45385,2,420
45386,2,421
45387,2,422
45388,2,423
45389,2,424
45390,2,425
45391,2,426
45392,2,427
45393,2,428
45394,2,429
45395,2,430
45396,2,431
45397,2,432
45398,2,433
45399,2,434
45400,2,435
45401,2,436
45402,2,437
45403,2,438
45404,2,439
45405,2,440
45406,2,441
45407,2,442
45408,2,443
45409,2,444
45410,2,445
45411,2,446
45412,2,447
45413,2,448
45414,2,449
45415,2,450
45416,2,451
45417,2,452
45418,2,453
45419,2,454
45420,2,455
45421,2,456
45422,2,457
45423,2,458
45424,2,459
45425,2,460
45426,2,461
45427,2,462
45428,2,463
45429,2,464
45430,2,465
45431,2,466
45432,2,467
45433,2,468
45434,2,469
45435,2,470
45436,2,471
45437,2,472
45438,2,473
45439,2,474
45440,2,475
45441,2,476
45442,2,477
45443,2,478
45444,2,479
45445,2,480
45446,2,481
45447,2,482
45448,2,483
45449,2,484
45450,2,485
45451,2,486
45452,2,487
45453,2,488
45454,2,489
45455,2,490
45456,2,491
45457,2,492
45458,2,493
45459,2,494
45460,2,495
45461,2,496
45462,2,497
45463,2,498
45464,2,499
45465,2,500
45466,3,1
45467,3,2
45468,3,3
45469,3,4
45470,3,5
45471,3,6
45472,3,7
45473,3,8
45474,3,9
45475,3,10
45476,3,11
45477,3,12
45478,3,13
45479,3,14
45480,3,15
45481,3,16
45482,3,17
45483,3,18
45484,3,19
45485,3,20
45486,3,21
45487,3,22
45488,3,23
45489,3,24
45490,3,25
45491,3,26
45492,3,27
45493,3,28
45494,3,29
45495,3,30
45496,3,31
45497,3,32
45498,3,33
45499,3,34
45500,3,35
45501,3,36
45502,3,37
45503,3,38
45504,3,39
45505,3,40
45506,3,41
45507,3,42
45508,3,43
45509,3,44
45510,3,45
45511,3,46
45512,3,47
45513,3,48
45514,3,49
45515,3,50
45516,3,51
45517,3,52
45518,3,53
45519,3,54
45520,3,55
45521,3,56
45522,3,57
45523,3,58
45524,3,59
45525,3,60
45526,3,61
45527,3,62
45528,3,63
45529,3,64
45530,3,65
45531,3,66
45532,3,67
45533,3,68
45534,3,69
45535,3,70
45536,3,71
45537,3,72
45538,3,73
45539,3,74
45540,3,75
45541,3,76
45542,3,77
45543,3,78
45544,3,79
45545,3,80
45546,3,81
45547,3,82
45548,3,83
45549,3,84
45550,3,85
45551,3,86
45552,3,87
45553,3,88
45554,3,89
45555,3,90
45556,3,91
45557,3,92
45558,3,93
45559,3,94
45560,3,95
45561,3,96
45562,3,97
45563,3,98
45564,3,99
45565,3,100
45566,3,101
45567,3,102
45568,3,103
45569,3,104
45570,3,105
45571,3,106
45572,3,107
45573,3,108
45574,3,109
45575,3,110
45576,3,111
45577,3,112
45578,3,113
45579,3,114
45580,3,115
45581,3,116
45582,3,117
45583,3,118
45584,3,119
45585,3,120
45586,3,121
45587,3,122
45588,3,123
45589,3,124
45590,3,125
45591,3,126
45592,3,127
45593,3,128
45594,3,129
45595,3,130
45596,3,131
45597,3,132
45598,3,133
45599,3,134
45600,3,135
45601,3,136
45602,3,137
45603,3,138
45604,3,139
45605,3,140
45606,3,141
45607,3,142
45608,3,143
45609,3,144
45610,3,145
45611,3,146
45612,3,147
45613,3,148
45614,3,149
45615,3,150
45616,3,151
45617,3,152
45618,3,153
45619,3,154
45620,3,155
45621,3,156
45622,3,157
45623,3,158
45624,3,159
45625,3,160
45626,3,161
45627,3,162
45628,3,163
45629,3,164
45630,3,165
45631,3,166
45632,3,167
45633,3,168
45634,3,169
45635,3,170
45636,3,171
45637,3,172
45638,3,173
45639,3,174
45640,3,175
45641,3,176
45642,3,177
45643,3,178
45644,3,179
45645,3,180
45646,3,181
45647,3,182
45648,3,183
45649,3,184
45650,3,185
45651,3,186
45652,3,187
45653,3,188
45654,3,189
45655,3,190
45656,3,191
45657,3,192
45658,3,193
45659,3,194
45660,3,195
45661,3,196
45662,3,197
45663,3,198
45664,3,199
45665,3,200
45666,3,201
45667,3,202
45668,3,203
45669,3,204
45670,3,205
45671,3,206
45672,3,207
45673,3,208
45674,3,209
45675,3,210
45676,3,211
45677,3,212
45678,3,213
45679,3,214
45680,3,215
45681,3,216
45682,3,217
45683,3,218
45684,3,219
45685,3,220
45686,3,221
45687,3,222
45688,3,223
45689,3,224
45690,3,225
45691,3,226
45692,3,227
45693,3,228
45694,3,229
45695,3,230
45696,3,231
45697,3,232
45698,3,233
45699,3,234
45700,3,235
45701,3,236
45702,3,237
45703,3,238
45704,3,239
45705,3,240
45706,3,241
45707,3,242
45708,3,243
45709,3,244
45710,3,245
45711,3,246
45712,3,247
45713,3,248
45714,3,249
45715,3,250
45716,3,251
45717,3,252
45718,3,253
45719,3,254
45720,3,255
45721,3,256
45722,3,257
45723,3,258
45724,3,259
45725,3,260
45726,3,261
45727,3,262
45728,3,263
45729,3,264
45730,3,265
45731,3,266
45732,3,267
45733,3,268
45734,3,269
45735,3,270
45736,3,271
45737,3,272
45738,3,273
45739,3,274
45740,3,275
45741,3,276
45742,3,277
45743,3,278
45744,3,279
45745,3,280
45746,3,281
45747,3,282
45748,3,283
45749,3,284
45750,3,285
45751,3,286
45752,3,287
45753,3,288
45754,3,289
45755,3,290
45756,3,291
45757,3,292
45758,3,293
45759,3,294
45760,3,295
45761,3,296
45762,3,297
45763,3,298
45764,3,299
45765,3,300
45766,3,301
45767,3,302
45768,3,303
45769,3,304
45770,3,305
45771,3,306
45772,3,307
45773,3,308
45774,3,309
45775,3,310
45776,3,311
45777,3,312
45778,3,313
45779,3,314
45780,3,315
45781,3,316
45782,3,317
45783,3,318
45784,3,319
45785,3,320
45786,3,321
45787,3,322
45788,3,323
45789,3,324
45790,3,325
45791,3,326
45792,3,327
45793,3,328
45794,3,329
45795,3,330
45796,3,331
45797,3,332
45798,3,333
45799,3,334
45800,3,335
45801,3,336
45802,3,337
45803,3,338
45804,3,339
45805,3,340
45806,3,341
45807,3,342
45808,3,343
45809,3,344
45810,3,345
45811,3,346
45812,3,347
45813,3,348
45814,3,349
45815,3,350
45816,3,351
45817,3,352
45818,3,353
45819,3,354
45820,3,355
45821,3,356
45822,3,357
45823,3,358
45824,3,359
45825,3,360
45826,3,361
45827,3,362
45828,3,363
45829,3,364
45830,3,365
45831,3,366
45832,3,367
45833,3,368
45834,3,369
45835,3,370
45836,3,371
45837,3,372
45838,3,373
45839,3,374
45840,3,375
45841,3,376
45842,3,377
45843,3,378
45844,3,379
45845,3,380
45846,3,381
45847,3,382
45848,3,383
45849,3,384
45850,3,385
45851,3,386
45852,3,387
45853,3,388
45854,3,389
45855,3,390
45856,3,391
45857,3,392
45858,3,393
45859,3,394
45860,3,395
45861,3,396
45862,3,397
45863,3,398
45864,3,399
45865,3,400
45866,3,401
45867,3,402
45868,3,403
45869,3,404
45870,3,405
45871,3,406
45872,3,407
45873,3,408
45874,3,409
45875,3,410
45876,3,411
45877,3,412
45878,3,413
45879,3,414
45880,3,415
45881,3,416
45882,3,417
45883,3,418
45884,3,419
45885,3,420
45886,3,421
45887,3,422
45888,3,423
45889,3,424
45890,3,425
45891,3,426
45892,3,427
45893,3,428
45894,3,429
45895,3,430
45896,3,431
45897,3,432
45898,3,433
45899,3,434
45900,3,435
45901,3,436
45902,3,437
45903,3,438
45904,3,439
45905,3,440
45906,3,441
45907,3,442
45908,3,443
45909,3,444
45910,3,445
45911,3,446
45912,3,447
45913,3,448
45914,3,449
45915,3,450
45916,3,451
45917,3,452
45918,3,453
45919,3,454
45920,3,455
45921,3,456
45922,3,457
45923,3,458
45924,3,459
45925,3,460
45926,3,461
45927,3,462
45928,3,463
45929,3,464
45930,3,465
45931,3,466
45932,3,467
45933,3,468
45934,3,469
45935,3,470
45936,3,471
45937,3,472
45938,3,473
45939,3,474
45940,3,475
45941,3,476
45942,3,477
45943,3,478
45944,3,479
45945,3,480
45946,3,481
45947,3,482
45948,3,483
45949,3,484
45950,3,485
45951,3,486
45952,3,487
45953,3,488
45954,3,489
45955,3,490
45956,3,491
45957,3,492
45958,3,493
45959,3,494
45960,3,495
45961,3,496
45962,3,497
45963,3,498
45964,3,499
45965,3,500
45966,4,1
45967,4,2
45968,4,3
45969,4,4
45970,4,5
45971,4,6
45972,4,7
45973,4,8
45974,4,9
45975,4,10
45976,4,11
45977,4,12
45978,4,13
45979,4,14
45980,4,15
45981,4,16
45982,4,17
45983,4,18
45984,4,19
45985,4,20
45986,4,21
45987,4,22
45988,4,23
45989,4,24
45990,4,25
45991,4,26
45992,4,27
45993,4,28
45994,4,29
45995,4,30
45996,4,31
45997,4,32
45998,4,33
45999,4,34
46000,4,35
46001,4,36
46002,4,37
46003,4,38
46004,4,39
46005,4,40
46006,4,41
46007,4,42
46008,4,43
46009,4,44
46010,4,45
46011,4,46
46012,4,47
46013,4,48
46014,4,49
46015,4,50
46016,4,51
46017,4,52
46018,4,53
46019,4,54
46020,4,55
46021,4,56
46022,4,57
46023,4,58
46024,4,59
46025,4,60
46026,4,61
46027,4,62
46028,4,63
46029,4,64
46030,4,65
46031,4,66
46032,4,67
46033,4,68
46034,4,69
46035,4,70
46036,4,71
46037,4,72
46038,4,73
46039,4,74
46040,4,75
46041,4,76
46042,4,77
46043,4,78
46044,4,79
46045,4,80
46046,4,81
46047,4,82
46048,4,83
46049,4,84
46050,4,85
46051,4,86
46052,4,87
46053,4,88
46054,4,89
46055,4,90
46056,4,91
46057,4,92
46058,4,93
46059,4,94
46060,4,95
46061,4,96
46062,4,97
46063,4,98
46064,4,99
46065,4,100
46066,4,101
46067,4,102
46068,4,103
46069,4,104
46070,4,105
46071,4,106
46072,4,107
46073,4,108
46074,4,109
46075,4,110
46076,4,111
46077,4,112
46078,4,113
46079,4,114
46080,4,115
46081,4,116
46082,4,117
46083,4,118
46084,4,119
46085,4,120
46086,4,121
46087,4,122
46088,4,123
46089,4,124
46090,4,125
46091,4,126
46092,4,127
46093,4,128
46094,4,129
46095,4,130
46096,4,131
46097,4,132
46098,4,133
46099,4,134
46100,4,135
46101,4,136
46102,4,137
46103,4,138
46104,4,139
46105,4,140
46106,4,141
46107,4,142
46108,4,143
46109,4,144
46110,4,145
46111,4,146
46112,4,147
46113,4,148
46114,4,149
46115,4,150
46116,4,151
46117,4,152
46118,4,153
46119,4,154
46120,4,155
46121,4,156
46122,4,157
46123,4,158
46124,4,159
46125,4,160
46126,4,161
46127,4,162
46128,4,163
46129,4,164
46130,4,165
46131,4,166
46132,4,167
46133,4,168
46134,4,169
46135,4,170
46136,4,171
46137,4,172
46138,4,173
46139,4,174
46140,4,175
46141,4,176
46142,4,177
46143,4,178
46144,4,179
46145,4,180
46146,4,181
46147,4,182
46148,4,183
46149,4,184
46150,4,185
46151,4,186
46152,4,187
46153,4,188
46154,4,189
46155,4,190
46156,4,191
46157,4,192
46158,4,193
46159,4,194
46160,4,195
46161,4,196
46162,4,197
46163,4,198
46164,4,199
46165,4,200
46166,4,201
46167,4,202
46168,4,203
46169,4,204
46170,4,205
46171,4,206
46172,4,207
46173,4,208
46174,4,209
46175,4,210
46176,4,211
46177,4,212
46178,4,213
46179,4,214
46180,4,215
46181,4,216
46182,4,217
46183,4,218
46184,4,219
46185,4,220
46186,4,221
46187,4,222
46188,4,223
46189,4,224
46190,4,225
46191,4,226
46192,4,227
46193,4,228
46194,4,229
46195,4,230
46196,4,231
46197,4,232
46198,4,233
46199,4,234
46200,4,235
46201,4,236
46202,4,237
46203,4,238
46204,4,239
46205,4,240
46206,4,241
46207,4,242
46208,4,243
46209,4,244
46210,4,245
46211,4,246
46212,4,247
46213,4,248
46214,4,249
46215,4,250
46216,4,251
46217,4,252
46218,4,253
46219,4,254
46220,4,255
46221,4,256
46222,4,257
46223,4,258
46224,4,259
46225,4,260
46226,4,261
46227,4,262
46228,4,263
46229,4,264
46230,4,265
46231,4,266
46232,4,267
46233,4,268
46234,4,269
46235,4,270
46236,4,271
46237,4,272
46238,4,273
46239,4,274
46240,4,275
46241,4,276
46242,4,277
46243,4,278
46244,4,279
46245,4,280
46246,4,281
46247,4,282
46248,4,283
46249,4,284
46250,4,285
46251,4,286
46252,4,287
46253,4,288
46254,4,289
46255,4,290
46256,4,291
46257,4,292
46258,4,293
46259,4,294
46260,4,295
46261,4,296
46262,4,297
46263,4,298
46264,4,299
46265,4,300
46266,4,301
46267,4,302
46268,4,303
46269,4,304
46270,4,305
46271,4,306
46272,4,307
46273,4,308
46274,4,309
46275,4,310
46276,4,311
46277,4,312
46278,4,313
46279,4,314
46280,4,315
46281,4,316
46282,4,317
46283,4,318
46284,4,319
46285,4,320
46286,4,321
46287,4,322
46288,4,323
46289,4,324
46290,4,325
46291,4,326
46292,4,327
46293,4,328
46294,4,329
46295,4,330
46296,4,331
46297,4,332
46298,4,333
46299,4,334
46300,4,335
46301,4,336
46302,4,337
46303,4,338
46304,4,339
46305,4,340
46306,4,341
46307,4,342
46308,4,343
46309,4,344
46310,4,345
46311,4,346
46312,4,347
46313,4,348
46314,4,349
46315,4,350
46316,4,351
46317,4,352
46318,4,353
46319,4,354
46320,4,355
46321,4,356
46322,4,357
46323,4,358
46324,4,359
46325,4,360
46326,4,361
46327,4,362
46328,4,363
46329,4,364
46330,4,365
46331,4,366
46332,4,367
46333,4,368
46334,4,369
46335,4,370
46336,4,371
46337,4,372
46338,4,373
46339,4,374
46340,4,375
46341,4,376
46342,4,377
46343,4,378
46344,4,379
46345,4,380
46346,4,381
46347,4,382
46348,4,383
46349,4,384
46350,4,385
46351,4,386
46352,4,387
46353,4,388
46354,4,389
46355,4,390
46356,4,391
46357,4,392
46358,4,393
46359,4,394
46360,4,395
46361,4,396
46362,4,397
46363,4,398
46364,4,399
46365,4,400
46366,4,401
46367,4,402
46368,4,403
46369,4,404
46370,4,405
46371,4,406
46372,4,407
46373,4,408
46374,4,409
46375,4,410
46376,4,411
46377,4,412
46378,4,413
46379,4,414
46380,4,415
46381,4,416
46382,4,417
46383,4,418
46384,4,419
46385,4,420
46386,4,421
46387,4,422
46388,4,423
46389,4,424
46390,4,425
46391,4,426
46392,4,427
46393,4,428
46394,4,429
46395,4,430
46396,4,431
46397,4,432
46398,4,433
46399,4,434
46400,4,435
46401,4,436
46402,4,437
46403,4,438
46404,4,439
46405,4,440
46406,4,441
46407,4,442
46408,4,443
46409,4,444
46410,4,445
46411,4,446
46412,4,447
46413,4,448
46414,4,449
46415,4,450
46416,4,451
46417,4,452
46418,4,453
46419,4,454
46420,4,455
46421,4,456
46422,4,457
46423,4,458
46424,4,459
46425,4,460
46426,4,461
46427,4,462
46428,4,463
46429,4,464
46430,4,465
46431,4,466
46432,4,467
46433,4,468
46434,4,469
46435,4,470
46436,4,471
46437,4,472
46438,4,473
46439,4,474
46440,4,475
46441,4,476
46442,4,477
46443,4,478
46444,4,479
46445,4,480
46446,4,481
46447,4,482
46448,4,483
46449,4,484
46450,4,485
46451,4,486
46452,4,487
46453,4,488
46454,4,489
46455,4,490
46456,4,491
46457,4,492
46458,4,493
46459,4,494
46460,4,495
